item_id,shop_id,drink_name,drink_category,flavor,available_hot,available_iced,size,min_price,max_price,price_is_starting,milk_options,matcha_type_claim,menu_source,menu_url,date_collected,extraction_evidence,review_status
SEA010-AI-001,SEA010,Matcha Latte,Matcha Latte,Original,True,True,,6.5,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Matcha with milk, hot/cold. - $6.50+",Reviewed
SEA010-AI-002,SEA010,Matcha Red Bean Latte w/ Mochi,Matcha Latte,Red Bean,True,True,,8.5,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Whipped cream, mochi and red bean paste, hot/cold. - $8.50+",Reviewed
SEA010-AI-003,SEA010,Matcha Cream Latte,Matcha Latte,Original,True,True,,7.0,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Whipped cream, hot/cold. - $7.00+",Reviewed
SEA010-AI-004,SEA010,Matcha Float w/ Mochi,Matcha Latte,Original,False,True,,8.5,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Only served cold. - $8.50+,Reviewed
SEA010-AI-005,SEA010,Matcha Brown Sugar Latte,Matcha Latte,Brown Sugar,True,True,,7.25,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"brown sugar syrup, hot/cold. - $7.25+",Reviewed
SEA010-AI-006,SEA010,Matcha Chocolate Latte,Matcha Latte,Chocolate,True,True,,7.25,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"chocolate sauce, hot/cold. - $7.25+",Reviewed
SEA010-AI-007,SEA010,Matcha Soft Serve Latte,Matcha Latte,Vanilla,False,True,,7.25,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Vanilla soft serve, only served cold. - $7.25+",Reviewed
SEA010-AI-008,SEA010,Matcha Latte Vanilla SS w/ Chocolate Crunch,Matcha Latte,Vanilla; Chocolate,False,True,,7.75,,True,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"Vanilla soft serve, chocolate crunch, only served cold. - $7.75+",Reviewed
SEA010-AI-009,SEA010,Matcha Frappe w/ Mochi,Matcha Smoothie,Original,,True,,8.75,8.75,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Matcha powder blended with ice and sweet milk - $8.75,Reviewed
SEA010-AI-010,SEA010,Black Sesame Frappe w/Mochi,Matcha Smoothie,Black Sesame,,True,,9.25,9.25,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,Matcha powder blended with ice and sweet milk topped with creamy black sesame ice cream - $9.25,Reviewed
SEA010-AI-011,SEA010,Matcha Brown Sugar Frappe,Matcha Smoothie,Brown Sugar,,True,,6.99,6.99,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,brown sugar syrup. - $6.99,Reviewed
SEA010-AI-012,SEA010,Matcha Soft Serve Frappe,Matcha Smoothie,Vanilla,,True,,7.5,7.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,topped with vanilla soft serve. - $7.50,Reviewed
SEA010-AI-013,SEA010,Matcha Chocolate Crunch Frappe,Matcha Smoothie,Chocolate,,True,,7.5,7.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"chocolate sauce, and chocolate crunch. - $7.50",Reviewed
SEA010-AI-014,SEA010,Matcha Warabimochi Frappe,Matcha Smoothie,Original,,True,,7.5,7.5,False,,,Official Order App,https://order.toasttab.com/online/nanasgreentea,2026-08-29,"warabimochi, brown sugar syrup. - $7.50",Reviewed
