item_id,shop_id,drink_name,drink_category,flavor,available_hot,available_iced,size,min_price,max_price,price_is_starting,milk_options,matcha_type_claim,menu_source,menu_url,date_collected,extraction_evidence,review_status
SEA005-AI-001,SEA005,Matcha-O-Latte,Matcha Latte,Original,,True,,7.25,7.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,"Matcha-O-Latte - $7.25; Matcha, oat milk, and sugarcane.",Reviewed
SEA005-AI-002,SEA005,Matcha Banana Latte,Matcha Latte,Banana,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Banana Latte - $8.25; paired with our in-house banana foam,Reviewed
SEA005-AI-003,SEA005,Matcha Strawberry Latte,Matcha Latte,Strawberry,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Strawberry Latte - $8.25; paired with our in-house strawberry jam foam.,Reviewed
SEA005-AI-004,SEA005,Matcha Mango Latte,Matcha Latte,Mango,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Mango Latte - $8.25; paired with our in-house mango foam.,Reviewed
SEA005-AI-005,SEA005,Matcha Salted Cheese Latte,Matcha Latte,Original,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Salted Cheese Latte - $8.25,Reviewed
SEA005-AI-006,SEA005,Matcha Non-Dairy Latte,Matcha Latte,Original,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Non-Dairy Latte - $8.25; NON-DAIRY,Reviewed
SEA005-AI-007,SEA005,Matcha Creme Brulee Latte,Matcha Latte,Creme Brulee,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Creme Brulee Latte - $8.25,Reviewed
SEA005-AI-008,SEA005,Matcha Salted Egg Yolk Latte,Matcha Latte,Salted Egg Yolk,,True,,8.5,8.5,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Salted Egg Yolk Latte - $8.50,Reviewed
SEA005-AI-009,SEA005,Matcha Sesame Latte,Matcha Latte,Sesame,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Sesame Latte - $8.25; paired with our in-house sesame foam.,Reviewed
SEA005-AI-010,SEA005,Matcha Blossom Latte,Matcha Latte,Cherry Blossom,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Blossom Latte - $8.25; cherry blossom/sakura foam.,Reviewed
SEA005-AI-011,SEA005,Double Matcha Latte,Matcha Latte,Pandan,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,"Double Matcha Latte - $8.25; Matcha, oat milk, sugarcane, pandan",Reviewed
SEA005-AI-012,SEA005,Matcha Taro/Ube Latte,Matcha Latte,Taro; Ube,,True,,8.25,8.25,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Taro/Ube Latte - $8.25; taro ube foam.,Reviewed
SEA005-AI-013,SEA005,Matcha Cloud,Matcha,,,True,,6.5,6.5,False,,,Official Website,https://drip-drip-coffeehouse-seattle.cloveronline.com/menu/all,2026-08-29,Matcha Cloud - $6.50,Reviewed
