item_id,shop_id,drink_name,drink_category,flavor,available_hot,available_iced,size,min_price,max_price,price_is_starting,milk_options,matcha_type_claim,menu_source,menu_url,date_collected,extraction_evidence,review_status
SEA022-AI-001,SEA022,Matcha Americano,Matcha,Original,,True,,3.5,3.5,False,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,organic ceremonial-grade matcha and water; iced and no sugar by default — $3.50,Reviewed
SEA022-AI-002,SEA022,Matcha Latte,Matcha Latte,Original,,True,,4.5,4.5,False,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,organic ceremonial-grade matcha and milk; iced and no sugar by default — $4.50,Reviewed
SEA022-AI-003,SEA022,Matcha White Mocha,Matcha Latte,White Chocolate,,True,,4.75,4.75,False,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,"organic ceremonial-grade matcha, milk, white chocolate; iced by default — $4.75",Reviewed
SEA022-AI-004,SEA022,Turmeric Matcha Latte,Matcha Latte,Turmeric,,True,,4.75,4.75,False,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,"organic ceremonial-grade matcha, milk, turmeric; iced and no sugar by default — $4.75",Reviewed
SEA022-AI-005,SEA022,Matcha Mocha,Matcha Latte,Dark Chocolate,,True,,4.75,4.75,False,,,Current Menu Listing,https://www.atulea.com/,2026-08-29,"matcha, milk, dark chocolate — $4.75",Reviewed
SEA022-AI-006,SEA022,Pineapple Matcha Latte,Matcha Latte,Pineapple,False,True,,5.5,5.5,False,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,"organic ceremonial-grade matcha, milk, pineapple puree; iced only — $5.50",Reviewed
SEA022-AI-007,SEA022,Dirty Matcha,Matcha Latte,Espresso,,True,,5.25,5.25,False,,Ceremonial; Shizuoka,Current Menu Listing,https://www.atulea.com/,2026-08-29,"espresso, organic ceremonial-grade matcha, milk; iced and no sugar by default — $5.25",Reviewed
SEA022-AI-008,SEA022,Butterfly Matcha,Matcha Latte,Butterfly Pea,False,True,,5.25,5.25,False,,,Current Menu Listing,https://www.atulea.com/,2026-08-29,"matcha, milk, minty butterfly pea flower tea; iced only — $5.25",Reviewed
SEA022-AI-009,SEA022,Ube Matcha,Matcha Latte,Ube,,True,,5.5,5.5,False,,,Current Menu Listing,https://www.atulea.com/,2026-08-29,"matcha, milk, house-made ube halaya — $5.50",Reviewed
SEA022-AI-010,SEA022,Matcha Rose Lemonade,Matcha Soda,Rose Lemonade,False,True,,5.5,5.5,False,,,Current Menu Listing,https://www.atulea.com/,2026-08-29,matcha with sparkling rose lemonade; iced only — $5.50,Reviewed
