item_id,shop_id,drink_name,drink_category,flavor,available_hot,available_iced,size,min_price,max_price,price_is_starting,milk_options,matcha_type_claim,menu_source,menu_url,date_collected,extraction_evidence,review_status
SEA006-AI-001,SEA006,Ceremonial Matcha,Matcha,Original,,True,,,,False,,Ceremonial,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Our ceremonial matcha traditionally prepared with water.,Reviewed
SEA006-AI-002,SEA006,Matcha Latte,Matcha Latte,Original,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,"Matcha + milk, lightly sweetened.",Reviewed
SEA006-AI-003,SEA006,Strawberry Matcha Latte,Matcha Latte,Strawberry,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + house-made strawberry puree + milk.,Reviewed
SEA006-AI-004,SEA006,Matcha Horchata,Matcha Latte,Horchata,,True,,,,False,,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + house-made horchata.,Reviewed
SEA006-AI-005,SEA006,Toasted MatchaMallow Latte,Matcha Latte,Toasted Marshmallow,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + marshmallow + milk + toasted marshmallow.,Reviewed
SEA006-AI-006,SEA006,Matcha Colada,Matcha Latte,Pineapple; Coconut,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + house-made pineapple puree + coconut + milk.,Reviewed
SEA006-AI-007,SEA006,Purple Rain,Matcha Latte,Lavender; Ube,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Lavender + ube + milk + matcha sweet cream.,Reviewed
SEA006-AI-008,SEA006,Matcha Lemonade,Matcha,Lemon,,True,,,,False,,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + lemonade.,Reviewed
SEA006-AI-009,SEA006,Double Matcha,Matcha Latte,Original,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + milk + matcha sweet cream.,Reviewed
SEA006-AI-010,SEA006,Banana Cream Matcha,Matcha Latte,Banana; Cinnamon,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + milk + banana sweet cream + dash of cinnamon.,Reviewed
SEA006-AI-011,SEA006,Matcha Magic Latte,Matcha Latte,Original,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,"Matcha + cordyceps + lion's mane + milk, lightly sweetened.",Reviewed
SEA006-AI-012,SEA006,Magic Mocha,Matcha Latte,Cacao; Vanilla; Cinnamon,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + cacao + maca + reishi + vanilla + cinnamon + milk.,Reviewed
SEA006-AI-013,SEA006,Caramel Maca-iato,Matcha Latte,Caramel; Vanilla,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + collagen + maca + reishi + vanilla + milk + caramel sauce.,Reviewed
SEA006-AI-014,SEA006,Blueberry Matcha,Matcha Latte,Blueberry; Lavender,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,Matcha + blue spirulina + blueberry puree + lavender + milk.,Reviewed
SEA006-AI-015,SEA006,Banana Matcha,Matcha Smoothie,Banana; Coconut,,True,,,,False,2%; Oat; Soy; Coconut; Almond,,Official Website,https://www.itsmatchamagic.com/menus/,2026-08-29,"Matcha, banana and organic milk, swirled with coconut cream.",Reviewed
